camera,range_m,speed_m_s,heading_rel_deg,pos_std_m,vel_std_m_s,ego_vx
1759902525363861426,5.472,14.716,-2.41,0.1013,0.3894,12.6699
1759902525414383340,5.35,14.63,-4.0,0.1017,0.3898,12.5744
1759902525464664688,5.853,14.93,-3.23,0.1019,0.3901,12.5144
1759902525510052852,5.551,14.818,1.67,0.1008,0.3881,12.4178
1759902525555500479,5.717,15.144,5.04,0.1002,0.3861,12.3468
1759902525604676387,5.38,14.803,3.49,0.1007,0.387,12.2798
1759902525650854702,5.127,14.612,2.32,0.1004,0.3868,12.1925
1759902525700595934,5.504,14.323,0.84,0.101,0.3881,12.087
1759902525751909902,5.446,14.553,1.92,0.1017,0.3893,11.9798
1759902525828725636,6.338,16.494,-11.78,0.1076,0.3942,11.8722
1759902525877865846,5.813,15.491,-8.6,0.1047,0.39,11.7963
1759902525940986499,5.846,15.2,-8.52,0.1062,0.393,11.7035
1759902525974964372,5.482,14.509,-7.98,0.1007,0.3858,11.6241
1759902526026002397,5.946,15.014,-5.77,0.1013,0.3881,11.5566
1759902526070428023,6.287,15.329,-4.12,0.1002,0.3872,11.458
1759902526118902949,6.311,15.011,-3.4,0.1006,0.3881,11.3461
1759902526170430574,5.906,14.625,0.53,0.1014,0.3887,11.2643
1759902526224745332,5.974,14.609,-0.14,0.1026,0.3904,11.1918
1759902526269269706,5.634,14.363,-0.24,0.101,0.3883,11.1165
1759902526315887505,5.387,14.225,-0.3,0.1006,0.388,11.0381
1759902526360534842,5.91,14.423,-0.35,0.0999,0.3874,10.9595
1759902526409309468,6.12,14.662,-0.7,0.1005,0.3885,10.8669
1759902526462556338,6.124,15.049,-1.36,0.1019,0.3905,10.744
1759902526509853528,5.823,14.369,-0.94,0.1013,0.3896,10.653
1759902526559313215,5.594,13.903,-0.63,0.1015,0.3899,10.5678
1759902526611300473,5.525,16.141,-1.3,0.1022,0.3908,10.4578
1759902526659294075,5.48,16.318,2.16,0.1016,0.3893,10.3651
1759902526710071615,5.864,15.577,3.29,0.1019,0.3892,10.2882
1759902526750670002,6.182,19.063,8.03,0.0997,0.3852,10.2196
1759902526837787181,6.623,18.608,15.0,0.1086,0.3931,10.0816
1759902526875363137,6.092,17.595,9.95,0.1027,0.3853,10.0489
1759902526928577826,6.085,16.394,8.14,0.1029,0.3874,9.9658
1759902526982987695,6.177,15.644,7.87,0.1034,0.3894,9.8704
1759902527022759242,6.183,15.138,7.56,0.1003,0.386,9.8059
1759902527066677153,5.947,15.061,4.07,0.0995,0.3854,9.7219
1759902527116061908,5.878,14.928,2.17,0.1003,0.3867,9.6365
1759902527162782142,5.959,15.051,-0.64,0.1002,0.3858,9.5631
1759902527214712361,6.051,15.118,-2.69,0.1013,0.3868,9.4767
1759902527267324726,6.187,14.995,-1.1,0.1021,0.3883,9.39
1759902527313859348,5.829,14.189,-0.11,0.1012,0.3875,9.3068
1759902527360961567,5.717,13.789,2.89,0.1009,0.3874,9.2435
1759902527411885595,6.092,14.177,6.12,0.1015,0.3883,9.1546
1759902527460645544,6.383,14.42,8.2,0.1014,0.3879,9.0835
1759902527500885500,6.42,14.863,10.51,0.0993,0.3847,9.0058
1759902527554995269,6.664,15.533,4.81,0.1014,0.3881,8.8808
1759902527611009635,6.308,15.191,-0.02,0.1029,0.3894,8.8045
1759902527655045631,6.381,15.321,-3.95,0.101,0.3852,8.7307
1759902527714287857,6.209,14.735,-6.03,0.1033,0.3875,8.6651
1759902527750557613,6.008,14.378,-7.63,0.0994,0.3812,8.6342
1759902527828155793,5.823,14.016,-5.0,0.1065,0.393,8.5074
1759902527868438620,5.579,13.859,-3.34,0.1022,0.3876,8.4579
1759902527924098643,5.913,14.348,2.08,0.1033,0.3896,8.3772
1759902527973841358,5.93,14.158,5.13,0.1025,0.3882,8.3174
1759902528018896219,5.975,14.655,5.73,0.101,0.3865,8.2808
1759902528067743974,5.718,14.401,2.03,0.1011,0.3875,8.2144
1759902528114128180,5.538,14.284,-0.79,0.1006,0.387,8.1504
1759902528168146455,5.846,15.119,-2.43,0.1021,0.3892,8.0808
1759902528217356287,6.411,16.425,-3.54,0.1018,0.3888,8.0181
1759902528267523729,6.424,16.383,-3.9,0.1019,0.3891,7.9622
1759902528318194666,6.14,15.503,-5.0,0.1021,0.3892,7.8585
1759902528369560684,6.205,15.219,-4.88,0.1023,0.3897,7.8003
1759902528418624699,6.239,15.009,-4.78,0.1019,0.3894,7.7408
1759902528463239084,5.956,14.554,-1.15,0.1007,0.3878,7.6892
1759902528513716335,5.942,14.685,-2.17,0.1014,0.3891,7.6122
1759902528559646086,6.204,15.553,-2.96,0.1007,0.3883,7.5744
1759902528602382115,6.051,15.898,0.91,0.0995,0.3865,7.5427
1759902528650763685,5.994,16.185,3.85,0.1002,0.3868,7.4749
1759902528701027349,6.135,16.105,1.53,0.101,0.3882,7.3756
1759902528752879127,5.936,15.06,0.69,0.1019,0.3896,7.3195
1759902528823411166,6.135,14.807,1.89,0.1065,0.3961,7.2301
1759902528874922085,5.927,14.856,5.17,0.1048,0.3931,7.1547
1759902528923154571,5.888,14.825,4.96,0.1031,0.3908,7.1156
1759902528970183084,6.022,15.283,7.0,0.1019,0.3892,7.0594
1759902529014377481,6.127,15.6,8.37,0.1006,0.3875,6.9933
1759902529068266709,6.332,15.199,4.2,0.102,0.39,6.9068
1759902529117931552,6.125,14.651,-0.82,0.1019,0.3887,6.8294
1759902529164269260,6.253,14.518,-2.04,0.101,0.387,6.7561
1759902529214820080,6.279,14.901,1.36,0.1015,0.3883,6.6806
1759902529255838309,6.279,15.206,3.8,0.0996,0.3859,6.614
1759902529311628687,6.302,14.874,1.27,0.102,0.3897,6.5529
1759902529356786168,6.182,15.146,-2.76,0.1008,0.3876,6.4845
1759902529409604667,6.098,14.731,-3.63,0.1019,0.389,6.4262
1759902529455925934,5.922,14.349,-4.26,0.1011,0.3877,6.3771
1759902529504563792,6.064,14.721,-5.0,0.1011,0.3879,6.3292
1759902529555281982,6.189,14.973,-5.47,0.1016,0.3888,6.233
1759902529605517943,6.217,14.915,-5.65,0.1018,0.3892,6.1791
1759902529651118267,6.03,14.554,-1.27,0.1009,0.3878,6.1192
1759902529701581602,5.877,14.582,-2.14,0.1015,0.389,6.0392
1759902529773695484,6.022,14.327,-3.15,0.1066,0.3964,5.9578
1759902529823284724,5.818,14.476,-3.32,0.1045,0.3932,5.9179
1759902529868699585,6.121,14.701,-4.42,0.1023,0.3904,5.864
1759902529915045990,6.362,14.826,-5.16,0.1013,0.3893,5.8142
1759902529968511140,6.097,14.196,-4.21,0.1024,0.3912,5.7615
1759902530011010229,6.188,14.65,-4.6,0.1005,0.3886,5.7062
1759902530059259978,6.167,14.779,-5.0,0.1007,0.3892,5.6383
1759902530109867758,6.267,15.368,-5.33,0.1015,0.3902,5.5753
1759902530160078731,6.233,15.155,-5.54,0.1018,0.3905,5.5298
1759902530208851787,6.196,15.006,-5.71,0.1016,0.3902,5.4817
1759902530260835627,6.101,14.857,-5.23,0.1023,0.3911,5.4177
1759902530300707443,5.879,14.442,-3.31,0.0998,0.3875,5.3734
1759902530355387627,5.799,14.246,-4.43,0.1019,0.3906,5.3266
1759902530400541381,5.686,14.132,-5.26,0.1008,0.389,5.2805
1759902530450543186,5.635,14.06,-4.96,0.1014,0.3898,5.2401
1759902530501456868,5.765,14.215,-5.41,0.1019,0.3905,5.2138
1759902530580367333,5.983,14.339,-5.67,0.1083,0.3993,5.1605
1759902530600922194,5.788,14.212,-6.03,0.0988,0.3857,5.1461
1759902530652110840,5.762,14.002,-6.15,0.1004,0.3889,5.1456
1759902530700297699,5.808,14.647,-6.61,0.1007,0.3896,5.2806
1759902530781256374,6.293,15.681,-6.32,0.1081,0.4,5.4371
1759902530837832028,6.158,15.183,-1.63,0.1068,0.3969,5.5299
1759902530887901212,6.115,14.468,-3.1,0.1046,0.3939,5.6211
1759902530939162175,6.089,13.981,-4.1,0.1037,0.393,5.7538
1759902530986007310,6.087,14.125,-4.73,0.1022,0.3912,5.8744
1759902531044288411,6.319,14.901,-5.58,0.104,0.3939,6.0385
1759902531080534192,6.393,15.989,-5.95,0.1,0.3882,6.1291
1759902531125957329,6.168,15.621,-6.24,0.0998,0.3883,6.2385
1759902531174119722,6.002,15.368,-6.47,0.1003,0.3892,6.3406
1759902531216932167,6.039,16.042,-6.76,0.0994,0.3878,6.4499
1759902531267459293,6.032,15.89,-2.69,0.1007,0.3892,6.587
1759902531314708837,6.018,15.258,-3.62,0.1006,0.389,6.6901
1759902531368949795,6.079,15.645,-4.41,0.1022,0.3911,6.7974
1759902531408460012,6.052,15.93,-4.97,0.0997,0.3874,6.8771
1759902531456667491,6.049,15.459,-0.36,0.1003,0.3877,6.9694
1759902531506656853,6.155,14.99,-3.11,0.101,0.3889,7.0928
1759902531556909246,6.436,15.13,-3.85,0.1015,0.3896,7.2227
1759902531600593601,6.611,15.207,-4.36,0.1003,0.3877,7.3542
1759902531651962981,6.284,14.82,-1.57,0.1014,0.3893,7.5032
1759902531702659489,6.246,15.054,-2.77,0.1018,0.39,7.639
1759902531780881313,6.394,14.968,-3.6,0.1081,0.3987,7.8607
1759902531834304684,6.152,14.881,-2.72,0.1061,0.3956,8.015
1759902531874087660,6.088,15.201,-3.59,0.102,0.39,8.1468
1759902531923567532,5.914,14.777,-4.33,0.1018,0.3903,8.2899
1759902531975200353,5.942,14.501,-2.75,0.1023,0.3912,8.42
1759902532024303638,5.843,14.003,-0.95,0.1019,0.3908,8.5569
1759902532079538168,5.774,13.637,0.48,0.1032,0.3924,8.7036
1759902532123923669,5.664,13.506,-1.18,0.1014,0.3898,8.8044
1759902532175604592,5.58,14.204,2.15,0.102,0.3906,8.9298
1759902532219480281,5.408,14.02,0.77,0.1006,0.3887,9.0528
1759902532268520246,5.334,13.883,4.01,0.101,0.389,9.1575
1759902532318179689,5.289,13.796,6.39,0.1013,0.3888,9.2608
1759902532366262490,5.591,14.423,9.62,0.1011,0.3875,9.3984
1759902532411099150,5.557,14.557,5.67,0.1003,0.3867,9.5168
1759902532455246438,5.394,14.568,2.88,0.0996,0.3859,9.6395
1759902532505176146,5.362,14.055,1.49,0.1006,0.3872,9.7827
1759902532550412196,5.313,13.689,0.35,0.1001,0.3862,9.8894
1759902532600458887,5.251,14.304,-1.55,0.1009,0.3872,10.0052
1759902532650260592,5.23,14.037,2.09,0.1013,0.3881,10.1135
1759902532729784224,5.174,13.849,5.36,0.1081,0.3976,10.2788
1759902532778466868,5.594,14.765,1.32,0.1051,0.3931,10.3982
1759902532867545004,5.449,14.79,2.32,0.1119,0.4031,10.6629
1759902532922831783,5.341,14.633,-0.24,0.1084,0.3981,10.8028
1759902532975632559,5.271,14.549,-1.98,0.106,0.395,10.9164
1759902533023600842,5.512,14.646,-3.19,0.1037,0.3919,11.0368
1759902533079823494,5.284,14.391,-0.03,0.1042,0.3936,11.1712
1759902533124001469,5.447,14.24,-1.7,0.1019,0.3906,11.2787
1759902533172779314,5.412,14.613,-3.14,0.1016,0.3905,11.3798
1759902533222823861,5.706,15.679,-4.16,0.1018,0.3907,11.498
1759902533272478676,5.943,16.421,-4.69,0.1018,0.3906,11.6002
1759902533322520778,5.866,16.293,-4.83,0.1019,0.3906,11.697
1759902533360412133,5.904,16.222,-4.82,0.0991,0.3866,11.7962
1759902533420021563,6.049,15.915,-4.62,0.1026,0.3918,11.9168
1759902533468278496,5.914,15.426,0.11,0.1019,0.3902,12.0289
1759902533513660535,5.831,15.117,3.46,0.1009,0.3877,12.1063
1759902533568575676,5.716,14.969,5.39,0.1024,0.3892,12.1913
1759902533606059114,5.812,15.266,2.48,0.0993,0.385,12.2821
1759902533654996172,5.459,14.733,-1.33,0.1002,0.3864,12.3944
1759902533700776709,5.861,15.07,-2.3,0.0999,0.3861,12.4963
1759902533773011442,5.742,14.384,-5.56,0.1058,0.3935,12.6296
1759902533824188565,5.545,14.425,-7.14,0.1043,0.3905,12.7583
1759902533868503752,5.4,14.482,-8.21,0.1019,0.387,12.8533
1759902533919432292,5.349,15.333,-8.24,0.102,0.3879,12.9432
1759902533967693423,5.302,14.951,-2.96,0.1015,0.3875,13.0037
1759902534015333341,5.084,14.532,-0.08,0.1011,0.3866,13.0688
1759902534055836930,4.925,14.262,2.06,0.0991,0.3835,13.1241
1759902534108897310,4.893,15.944,6.19,0.1009,0.3854,13.216
1759902534159190490,4.993,16.177,4.91,0.1014,0.3863,13.3234
1759902534208978699,5.253,19.364,7.54,0.1015,0.3867,13.4179
1759902534255374548,5.384,18.048,6.63,0.1008,0.3862,13.4865
1759902534308036800,5.711,20.915,7.83,0.1019,0.3883,13.5552
1759902534351003869,5.961,22.909,8.44,0.1003,0.3863,13.6241
1759902534401466322,6.413,26.944,11.76,0.1011,0.3876,13.6983
1759902534450490967,6.455,24.42,10.0,0.1012,0.3882,13.761
1759902534500510156,6.262,21.468,8.33,0.1015,0.3887,13.8245
1759902534552098603,6.538,20.399,6.22,0.1021,0.389,13.9186
1759902534600367067,6.712,19.608,4.62,0.1016,0.3878,13.9818
1759902534651601901,6.448,17.965,5.1,0.102,0.3885,14.0739
1759902534700387841,6.462,17.251,5.57,0.1017,0.3884,14.1518
1759902534780676250,6.306,16.203,3.65,0.1084,0.3981,14.3553
1759902534829253994,6.127,15.556,2.07,0.1052,0.3932,14.4592
1759902534863849752,6.0,15.101,1.26,0.1002,0.3864,14.5389
1759902534914449877,5.743,14.951,0.17,0.101,0.3883,14.6273
1759902534959838338,5.527,14.864,-0.73,0.1003,0.3876,14.6976
1759902535009981763,5.454,14.551,-1.44,0.101,0.3888,14.8127
1759902535058939420,5.461,14.491,-1.98,0.1012,0.389,14.931
1759902535115280698,5.118,14.806,-1.56,0.103,0.3917,15.0641
1759902535165093013,4.97,15.834,-2.46,0.1025,0.3909,15.1827
1759902535215867359,5.221,16.969,-6.14,0.1024,0.3903,15.3021
1759902535263643847,5.344,16.309,-4.92,0.1017,0.3893,15.4341
1759902535314087965,5.421,15.819,-3.94,0.1019,0.3898,15.5836
1759902535354474741,5.034,15.284,-1.2,0.0997,0.3867,15.6797
1759902535408993228,5.15,15.433,0.18,0.1017,0.3898,15.7915
1759902535459027034,4.984,15.324,-0.42,0.1018,0.3901,15.8738
1759902535500437790,5.026,15.475,-0.68,0.0999,0.3875,15.9472
1759902535550577308,5.054,15.587,-0.79,0.1008,0.3891,16.055
1759902535600473943,5.023,15.709,-0.85,0.1013,0.3899,16.1368
1759902535650683996,5.636,17.957,-0.8,0.1016,0.3903,16.272
1759902535722172858,5.166,16.319,2.05,0.1066,0.3965,16.4898
1759902535780060760,5.233,15.596,9.23,0.1061,0.3912,16.6133
1759902535822625654,4.947,15.167,5.75,0.1025,0.3864,16.7245
1759902535868690673,4.983,15.32,1.42,0.1012,0.3855,16.8432
1759902535918914061,5.039,15.464,-1.78,0.1015,0.3859,16.9358
1759902535972172979,4.925,15.188,0.01,0.1023,0.388,17.0761
1759902536017711044,4.931,15.065,-1.23,0.1011,0.3866,17.1871
1759902536054849284,5.144,15.007,-1.88,0.0984,0.3832,17.2402
1759902536104923247,5.374,14.921,-2.34,0.0999,0.3859,17.3503
1759902536151171485,5.547,14.829,-2.6,0.0999,0.3862,17.442
1759902536201139005,5.397,14.685,0.44,0.1008,0.3878,17.5365
1759902536250688860,5.737,15.055,-0.42,0.1012,0.3886,17.6124
1759902536303855853,5.824,15.283,0.74,0.1023,0.3902,17.7152
1759902536350053956,5.865,14.902,-0.09,0.1013,0.3889,17.8321
1759902536401361738,5.881,14.624,-0.62,0.1019,0.3899,17.9813
1759902536451335530,5.344,14.103,0.08,0.1019,0.39,18.0785
1759902536500454184,5.503,14.184,-0.59,0.1018,0.3899,18.192
1759902536551536287,4.997,14.132,0.68,0.1021,0.3905,18.3131
1759902536601116600,5.271,14.906,-0.4,0.102,0.3903,18.39
1759902536684431622,5.094,14.565,-0.78,0.1093,0.4005,18.5224
1759902536741057341,5.07,14.518,-1.15,0.1074,0.3975,18.5934
1759902536785005318,5.075,14.484,-1.31,0.1036,0.3923,18.665
1759902536839527392,5.177,14.991,-1.34,0.1039,0.3933,18.7531
1759902536884257779,5.041,14.719,1.59,0.1018,0.3905,18.8177
1759902536935778978,4.918,14.536,3.76,0.1022,0.3909,18.8734
1759902536987408253,4.924,14.984,12.91,0.1023,0.3862,18.9187
1759902537033664265,4.877,14.508,11.88,0.1011,0.3832,18.9347
1759902537084101530,4.83,14.454,11.32,0.1014,0.3841,18.9699
1759902537132827486,4.529,14.271,6.31,0.1012,0.3849,18.9958
1759902537182152774,4.642,14.69,2.4,0.1012,0.385,19.0096
1759902537220499455,4.778,14.965,-0.32,0.0986,0.3807,19.0202
1759902537283938388,4.893,15.18,-1.06,0.1029,0.3873,19.0718
1759902537330887811,5.293,15.912,-3.27,0.1016,0.3852,19.0519
1759902537364249750,4.983,15.359,-3.29,0.0978,0.3797,19.0751
1759902537413961764,4.693,14.974,-3.25,0.0993,0.3829,19.0984
1759902537455006103,4.671,15.208,-6.56,0.0982,0.3805,19.1165
1759902537505852967,4.486,15.398,-2.85,0.0999,0.384,19.1669
1759902537554846643,4.531,15.347,-3.4,0.1005,0.3855,19.2156
1759902537600342158,4.57,15.306,-3.67,0.1,0.3852,19.2422
1759902537678208294,6.104,16.829,-4.38,0.107,0.3956,19.272
1759902537728337562,5.411,15.753,-0.45,0.1048,0.3923,19.2734
1759902537777831620,4.917,15.1,2.44,0.1033,0.3902,19.2814
1759902537822446749,5.008,14.816,1.1,0.1015,0.3882,19.2675
1759902537873077862,6.508,16.002,-1.81,0.1018,0.3892,19.2727
1759902537926369553,6.722,16.231,-10.79,0.1024,0.3869,19.2633
1759902537971944248,6.466,16.564,-4.41,0.1011,0.3857,19.2682
1759902538027334525,6.207,16.502,0.33,0.1025,0.3885,19.3018
1759902538069797044,6.068,16.492,3.51,0.1004,0.3852,19.3225
1759902538119341298,5.463,15.95,2.78,0.1009,0.3865,19.3152
1759902538165875270,5.415,15.951,1.71,0.1005,0.3867,19.3203
1759902538204905172,5.035,15.509,4.41,0.0985,0.3839,19.3317
1759902538262171802,4.589,15.141,4.56,0.1016,0.3888,19.3128
1759902538305422952,4.299,14.928,4.54,0.1002,0.3869,19.3008
1759902538357411351,5.091,14.861,1.14,0.1014,0.3886,19.3038
1759902538405515022,6.001,16.261,-17.27,0.1008,0.3752,19.2852
1759902538450431153,5.313,15.671,-11.56,0.0996,0.3733,19.2722
1759902538500266612,4.82,15.474,-7.1,0.1001,0.3769,19.2793
1759902538552032988,4.925,15.321,-4.93,0.1009,0.3807,19.3191
1759902538600216351,4.524,14.923,-2.68,0.1006,0.3822,19.3285
1759902538683799944,4.304,14.736,1.59,0.1079,0.3942,19.3603
1759902538730616083,4.258,14.582,4.28,0.1042,0.3887,19.3996
1759902538781665444,4.664,15.263,4.21,0.1031,0.3885,19.4024
1759902538823322278,4.438,15.21,2.36,0.1005,0.3863,19.4356
1759902538872519692,4.464,14.97,7.48,0.1007,0.3859,19.4706
1759902538923999051,4.421,14.822,7.69,0.1014,0.3869,19.4459
1759902538970506142,4.401,14.71,7.66,0.1007,0.3861,19.4164
1759902539012592555,4.807,15.395,-10.06,0.0991,0.3753,19.4141
1759902539062768382,6.066,16.543,-0.2,0.1,0.3784,19.3854
1759902539109516532,6.037,15.804,-0.88,0.0999,0.3799,19.3937
1759902539159174372,5.996,15.275,-1.23,0.1005,0.3824,19.4198
1759902539209069976,5.731,15.121,3.91,0.1009,0.3838,19.4468
1759902539258860990,5.75,15.679,8.68,0.101,0.3834,19.4704
1759902539308926456,5.137,14.869,9.67,0.1012,0.3832,19.5126
1759902539359282216,4.997,15.002,8.46,0.1014,0.3844,19.4904
1759902539405304123,5.027,15.044,5.54,0.1006,0.3845,19.4736
1759902539486317652,6.158,16.121,12.42,0.1079,0.3945,19.446
1759902539501437524,7.011,16.518,15.08,0.0972,0.378,19.444
1759902539550329156,6.581,15.982,13.67,0.0987,0.3819,19.441
1759902539629413982,6.421,15.299,7.55,0.1064,0.3945,19.4
1759902539673838498,6.421,15.586,3.05,0.1031,0.3894,19.373
1759902539717493718,6.943,18.637,17.99,0.101,0.3852,19.3571
1759902539770356682,6.169,17.105,12.57,0.1019,0.3877,19.344
1759902539820856515,5.6,16.201,8.4,0.1019,0.3882,19.3795
1759902539869180075,5.442,16.047,4.14,0.1014,0.3868,19.4079
1759902539918937395,5.381,16.73,2.22,0.1014,0.3866,19.4285
1759902539970717738,6.398,16.666,19.08,0.1018,0.3807,19.4466
1759902540019286625,5.617,15.957,13.34,0.1011,0.3811,19.3941
1759902540068984391,6.039,17.181,5.86,0.1009,0.382,19.3399
1759902540116001433,6.47,18.063,0.76,0.1001,0.3802,19.1061
1759902540159301036,6.485,17.485,-2.64,0.0988,0.3765,19.0204
1759902540209025523,6.753,17.854,-6.52,0.0995,0.3759,18.9867
1759902540259227009,5.945,16.548,-4.85,0.1001,0.3778,18.8638
1759902540304812124,5.793,15.866,-4.85,0.0995,0.3784,18.778
1759902540355719575,5.655,15.377,-4.82,0.1004,0.3814,18.6819
1759902540426246435,5.783,15.212,-8.1,0.1053,0.3888,18.6167
1759902540455109497,5.959,15.03,-9.98,0.0988,0.3789,18.5809
1759902540500558633,5.691,14.503,-5.42,0.0989,0.3811,18.4907
1759902540578593060,6.777,15.901,-5.16,0.1063,0.3936,18.3305
1759902540627811574,6.082,15.47,-6.26,0.1041,0.3907,18.2203
1759902540668600676,6.079,15.219,-6.62,0.101,0.3868,18.129
1759902540718414023,6.065,15.035,-6.65,0.1013,0.3879,18.0564
1759902540763533211,6.376,15.417,-4.69,0.1004,0.3873,17.9595
1759902540814219059,6.301,15.999,-21.0,0.1009,0.3792,17.8573
1759902540859087449,6.766,16.375,-11.97,0.0998,0.379,17.7611
1759902540909493785,6.419,15.906,-7.99,0.1006,0.382,17.6754
1759902540961115104,5.884,15.818,-1.57,0.1014,0.3834,17.5943
1759902541014313918,5.541,15.845,3.36,0.1021,0.3834,17.5019
1759902541059537204,5.516,15.401,3.99,0.1007,0.3815,17.4229
1759902541110156746,5.943,15.789,1.99,0.1012,0.3839,17.3744
1759902541159678938,6.24,16.673,3.85,0.1013,0.3851,17.2694
1759902541209825599,5.639,15.391,3.8,0.1015,0.3864,17.1633
1759902541259109087,5.169,14.533,3.78,0.1015,0.3871,17.0685
1759902541305305607,5.334,14.468,3.84,0.1008,0.3868,16.9751
1759902541350782506,5.886,14.992,13.25,0.1001,0.3831,16.8814
1759902541400694380,6.224,19.887,28.15,0.1005,0.3779,16.7853
1759902541450397276,5.815,19.096,8.22,0.1007,0.3766,16.7144
1759902541500751814,5.911,17.647,9.53,0.1011,0.3782,16.6722
1759902541577465275,5.969,17.342,6.6,0.1071,0.3884,16.5222
1759902541632022755,5.591,16.339,3.86,0.1055,0.3867,16.4114
1759902541685603787,5.14,15.801,4.17,0.1045,0.387,16.3393
1759902541728594792,4.832,15.497,4.07,0.1016,0.3845,16.2671
1759902541781365189,4.614,15.601,8.95,0.1022,0.3861,16.1808
1759902541823946685,4.736,15.068,7.29,0.1002,0.3844,16.0865
1759902541868865862,5.018,16.466,15.79,0.0996,0.3811,15.9743
1759902541918424313,5.394,17.527,21.2,0.1002,0.3778,15.9157
1759902541966273259,5.186,17.383,3.39,0.1001,0.3758,15.8364
1759902542017338460,5.883,17.225,2.28,0.1009,0.3771,15.6975
1759902542064271211,6.091,17.751,9.72,0.1004,0.378,15.6139
1759902542110751842,6.267,19.438,-7.57,0.0999,0.3737,15.5477
1759902542160666291,6.953,21.128,-18.63,0.1,0.3661,15.4524
1759902542214039106,6.838,19.202,-12.96,0.1009,0.3695,15.3815
1759902542256508197,6.569,17.724,-9.3,0.0991,0.3704,15.3091
1759902542304670029,6.127,16.986,-5.63,0.0994,0.3744,15.2429
1759902542354591121,7.019,16.769,-13.7,0.1001,0.3771,15.1853
1759902542405886560,7.115,17.528,-6.52,0.1007,0.3806,15.1321
1759902542455463536,7.282,18.142,-1.41,0.1007,0.3812,15.0431
1759902542500332508,6.699,20.592,8.91,0.0993,0.3747,14.9545
1759902542571717562,6.377,17.814,5.27,0.1045,0.3832,14.8097
1759902542623425436,6.46,16.661,9.16,0.1032,0.3807,14.7251
1759902542669822908,6.01,15.54,11.57,0.1014,0.3777,14.6575
1759902542721177270,6.114,14.757,11.3,0.1015,0.3793,14.5897
1759902542767280832,6.063,14.907,-1.29,0.1005,0.3786,14.5407
1759902542818755783,6.281,15.272,-10.24,0.101,0.3767,14.4593
1759902542868176752,5.818,14.5,-7.78,0.1009,0.3778,14.3903
1759902542918088927,5.682,14.27,-6.21,0.101,0.3804,14.297
1759902542967985132,5.688,14.107,-10.57,0.1011,0.3815,14.2125
1759902543008518106,5.232,15.503,6.01,0.0988,0.3757,14.1442
1759902543063953749,5.047,15.035,7.43,0.1009,0.3774,14.0394
1759902543111153249,4.91,14.704,8.52,0.1003,0.3763,13.9465
1759902543160523391,5.159,14.512,9.84,0.1005,0.3772,13.8828
1759902543209033466,5.221,14.184,8.13,0.1005,0.3792,13.8162
1759902543259606970,5.362,18.224,11.7,0.101,0.3815,13.725
1759902543304436897,5.235,18.611,6.35,0.1001,0.3817,13.6392
1759902543354613536,5.238,19.012,1.98,0.1008,0.3832,13.56
1759902543405304995,5.333,19.118,9.07,0.1013,0.3844,13.4769
1759902543454680938,5.66,20.983,10.41,0.1014,0.3848,13.375
1759902543505576716,5.728,19.406,8.26,0.1017,0.3863,13.2902
1759902543581619090,6.017,18.013,5.78,0.1075,0.3953,13.2111
1759902543635216252,5.584,16.589,4.15,0.1057,0.393,13.1404
1759902543672797706,5.488,17.621,-6.8,0.1011,0.3822,13.1194
1759902543726775242,5.297,16.97,-5.66,0.1021,0.3835,13.0599
1759902543773212560,5.137,16.564,-5.0,0.101,0.383,12.9502
1759902543827171050,5.12,17.399,5.26,0.1021,0.3838,12.8766
1759902543874858839,5.393,16.588,3.4,0.1013,0.3835,12.815
1759902543925726744,5.31,16.174,2.98,0.1017,0.3852,12.7319
1759902543969704719,5.227,16.082,2.45,0.1003,0.3843,12.662
1759902544018899888,5.177,16.022,2.01,0.1008,0.386,12.5841
1759902544068945317,5.504,18.538,6.26,0.1012,0.387,12.5042
1759902544110162034,5.574,17.997,3.45,0.0995,0.385,12.4643
1759902544159533338,5.395,16.531,4.33,0.1004,0.3869,12.3809
1759902544211441624,5.509,16.093,2.84,0.1015,0.3888,12.2924
1759902544259320598,5.58,15.767,1.72,0.1012,0.3885,12.2459
1759902544309822255,5.743,18.973,13.77,0.1016,0.3869,12.1846
1759902544359948648,5.701,18.042,11.42,0.1017,0.3866,12.1107
1759902544409617269,5.736,17.514,9.62,0.1017,0.3872,12.0407
1759902544462914329,5.705,16.714,7.45,0.1025,0.389,11.9951
1759902544500525420,5.698,15.977,5.21,0.0994,0.3847,11.9148
1759902544550351130,5.726,15.416,3.33,0.1004,0.3864,11.8344
1759902544618036329,6.182,19.323,6.47,0.105,0.3936,11.7772
1759902544669821240,6.306,18.325,3.54,0.1041,0.3919,11.6986
1759902544720187380,6.064,17.641,-2.27,0.1031,0.3884,11.5922
1759902544768631148,6.016,17.304,-1.33,0.1022,0.3872,11.5529
1759902544832925380,6.067,16.529,-1.89,0.1052,0.3921,11.4424
1759902544869610948,5.947,19.591,-2.51,0.1007,0.3861,11.3666
1759902544914000276,5.957,21.832,-2.77,0.0999,0.3859,11.2919
1759902544964422963,5.988,19.993,-1.36,0.1008,0.388,11.1829
1759902545013792154,6.212,18.942,-2.43,0.1012,0.3888,11.0797
1759902545059485856,6.362,18.295,-2.97,0.1005,0.3881,11.048
1759902545109994016,6.302,17.197,-3.48,0.1013,0.3893,11.0203
