camera,lidar_ts,radar_ts,distance_m
1759902565961663317,1759902565973868691,1759902565949931945,9.48
1759902566009873049,1759902566027551061,1759902566011509154,9.31
1759902566059692235,1759902566079249975,1759902566069811468,9.15
1759902566158958228,1759902566172909015,1759902566131839605,8.83
1759902566210806306,1759902566226607275,1759902566190685364,8.67
1759902566281595861,1759902566275417149,1759902566310046901,8.52
1759902566310001574,1759902566323885193,1759902566310046901,8.4
1759902566360127815,1759902566381439003,1759902566372002499,8.3
1759902566412378209,1759902566425434012,1759902566430817790,8.19
1759902566460014158,1759902566475186821,1759902566430817790,8.08
1759902566510492449,1759902566530043607,1759902566491716617,7.99
1759902566560702860,1759902566575175259,1759902566550705819,7.88
1759902566611508363,1759902566627648918,1759902566612677388,7.81
1759902566660674656,1759902566675178245,1759902566670174300,7.75
1759902566710545761,1759902566727434450,1759902566731564632,7.69
1759902566751596505,1759902566727434450,1759902566731564632,7.69
1759902566824035831,1759902566825127158,1759902566851849136,7.55
1759902566873489791,1759902566877116445,1759902566851849136,7.49
1759902566931013373,1759902566931213093,1759902566909894912,7.42
1759902566976277388,1759902566974568695,1759902566971768715,7.34
1759902567025097011,1759902567028320347,1759902567030082742,7.31
1759902567068173281,1759902567076602396,1759902567091976433,7.26
1759902567114362487,1759902567124030360,1759902567091976433,7.19
1759902567164874231,1759902567175148519,1759902567150278957,7.11
1759902567210463705,1759902567227413801,1759902567212194570,7.06
1759902567261042597,1759902567279573322,1759902567270050094,6.99
1759902567305396109,1759902567325888558,1759902567331939497,6.97
1759902567357909193,1759902567381107413,1759902567331939497,6.93
1759902567406767880,1759902567429183230,1759902567390152842,6.91
1759902567457877041,1759902567474396758,1759902567451868123,6.85
1759902567502491610,1759902567526332303,1759902567510026794,6.81
1759902567551288389,1759902567574659699,1759902567572017249,6.75
1759902567601635260,1759902567574659699,1759902567630445974,6.75
1759902567651406755,1759902567629169865,1759902567630445974,6.7
1759902567701863855,1759902567675320427,1759902567692433654,6.67
1759902567753568009,1759902567731301553,1759902567749920906,6.63
1759902567829844449,1759902567831879463,1759902567814954655,6.52
1759902567882164475,1759902567878823105,1759902567869914587,6.48
1759902567928412904,1759902567923693500,1759902567932507639,6.43
1759902567987639959,1759902567977088313,1759902567990203158,6.4
1759902568030636778,1759902568025155543,1759902568053177296,6.4
1759902568080514515,1759902568076553535,1759902568053177296,6.4
1759902568119838272,1759902568124230513,1759902568110268194,6.39
1759902568176798040,1759902568183158949,1759902568172783017,6.36
1759902568221195365,1759902568230839474,1759902568230465231,6.35
1759902568269672045,1759902568279930563,1759902568292770576,6.34
1759902568316067945,1759902568327099885,1759902568292770576,6.32
1759902568367547481,1759902568373746983,1759902568351207647,6.33
1759902568413644051,1759902568425251386,1759902568411653451,6.35
1759902568462089341,1759902568473212515,1759902568469864211,6.34
1759902568511486484,1759902568526584524,1759902568532979498,6.34
1759902568560847347,1759902568575821081,1759902568532979498,6.33
1759902568612131902,1759902568627357295,1759902568590163193,6.31
1759902568661220457,1759902568675786946,1759902568654650290,6.29
1759902568705792705,1759902568726987832,1759902568710822660,6.3
1759902568752653339,1759902568774511148,1759902568772420227,6.3
1759902568834210832,1759902568830646056,1759902568830683437,6.3
1759902568893781461,1759902568880317350,1759902568897690722,6.29
1759902568926814392,1759902568932040671,1759902568950112683,6.26
1759902568971177582,1759902568974016306,1759902568950112683,6.24
1759902569018887443,1759902569029832628,1759902569011883129,6.23
1759902569069363459,1759902569075432642,1759902569070118416,6.23
1759902569119903868,1759902569130964994,1759902569132930776,6.23
1759902569169113623,1759902569176584425,1759902569191081261,6.22
1759902569216707203,1759902569227640114,1759902569191081261,6.21
1759902569260853119,1759902569277136626,1759902569251832838,6.22
1759902569315599805,1759902569329293151,1759902569310064317,6.31
1759902569361198166,1759902569377085940,1759902569376215693,6.28
1759902569410823372,1759902569430541658,1759902569432275990,6.23
1759902569461390071,1759902569479000645,1759902569432275990,6.23
1759902569511428665,1759902569528981669,1759902569496551875,6.21
1759902569562058353,1759902569577075199,1759902569550512615,6.14
1759902569609095734,1759902569634223036,1759902569612271619,5.98
1759902569656620552,1759902569677570312,1759902569670225851,5.89
1759902569702990291,1759902569677570312,1759902569732621137,5.89
1759902569751626966,1759902569732454590,1759902569732621137,5.87
1759902569801543628,1759902569826162011,1759902569790492361,6.16
1759902569886365365,1759902569874517230,1759902569910833352,6.2
1759902569935090658,1759902569926006866,1759902569910833352,6.2
1759902569983157869,1759902569975510692,1759902569972625109,6.19
1759902570033864023,1759902570026426525,1759902570030960005,6.17
1759902570079386650,1759902570078691076,1759902570093875932,6.16
1759902570133061455,1759902570128269624,1759902570150487858,6.14
1759902570181824561,1759902570178115100,1759902570150487858,6.13
1759902570226336384,1759902570226189674,1759902570214537834,6.12
1759902570271425205,1759902570278443465,1759902570270009690,6.1
1759902570322565716,1759902570323489424,1759902570334753186,6.12
1759902570364519108,1759902570376756524,1759902570391021388,6.14
1759902570410665112,1759902570430281484,1759902570391021388,6.14
1759902570468965082,1759902570475658223,1759902570452862189,6.13
1759902570511879584,1759902570528597228,1759902570510315296,6.12
1759902570556704683,1759902570574820639,1759902570572587187,6.11
1759902570601980200,1759902570627860496,1759902570631072259,6.12
1759902570650904552,1759902570627860496,1759902570631072259,6.12
1759902570701523741,1759902570725317845,1759902570692316314,6.1
1759902570750983012,1759902570725317845,1759902570751953028,6.1
1759902570801209613,1759902570778017084,1759902570812312869,6.1
1759902570882205878,1759902570878712828,1759902570870560520,6.1
1759902570927062106,1759902570926018449,1759902570933034385,6.1
1759902570970603762,1759902570980851910,1759902570990759050,6.1
1759902571020017676,1759902571023584677,1759902570990759050,6.09
1759902571059978526,1759902571077277697,1759902571052608296,6.07
1759902571117667302,1759902571129175169,1759902571110226929,6.06
1759902571165493885,1759902571174900682,1759902571172583320,6.06
1759902571208162229,1759902571229125464,1759902571230377147,6.04
1759902571280120548,1759902571275018757,1759902571292587250,6.04
1759902571314722096,1759902571329055601,1759902571292587250,6.03
1759902571364480737,1759902571379881504,1759902571350243946,6.04
1759902571411670587,1759902571426562846,1759902571411984144,6.03
1759902571469938326,1759902571481867514,1759902571470504013,6.03
1759902571510109355,1759902571527071475,1759902571534962105,6.03
1759902571567556532,1759902571578334108,1759902571590700248,6.03
1759902571611177359,1759902571625214159,1759902571590700248,6.02
1759902571658850670,1759902571676706490,1759902571652299910,6.03
1759902571705340077,1759902571728174014,1759902571710648171,6.03
1759902571751179427,1759902571728174014,1759902571772492518,6.03
1759902571801509575,1759902571777229305,1759902571772492518,6.03
1759902571881141503,1759902571877318235,1759902571892361521,6.05
1759902571932424946,1759902571928527567,1759902571950139127,6.05
1759902571981441304,1759902571979263287,1759902571950139127,6.06
1759902572030272328,1759902572027417985,1759902572014603471,6.05
1759902572081443818,1759902572076511449,1759902572070051552,6.06
1759902572122875668,1759902572125663735,1759902572132889871,6.06
1759902572178697972,1759902572179353129,1759902572191362369,6.05
1759902572211212676,1759902572223158306,1759902572191362369,6.04
1759902572265559090,1759902572274781687,1759902572252269482,6.04
1759902572310143131,1759902572328287741,1759902572310470754,6.02
1759902572358532294,1759902572373510928,1759902572372822016,6.02
1759902572405377850,1759902572424970636,1759902572431008841,6.01
1759902572451271212,1759902572424970636,1759902572431008841,6.01
1759902572501257446,1759902572482275171,1759902572492568997,6.03
1759902572551098293,1759902572525394113,1759902572551036776,6.02
1759902572600971291,1759902572578661783,1759902572611999485,6.02
1759902572652027051,1759902572676303233,1759902572670212579,6.03
1759902572701621399,1759902572726140434,1759902572732486885,6.02
1759902572752101433,1759902572774068730,1759902572732486885,6.02
1759902572803725064,1759902572825307017,1759902572790433151,6.02
1759902572851150573,1759902572825307017,1759902572852740459,6.02
1759902572932050304,1759902572924500752,1759902572910086323,6.02
1759902572986196917,1759902572976477105,1759902572972205734,6.03
1759902573025581430,1759902573030972612,1759902573030996578,6.03
1759902573081425284,1759902573074847904,1759902573093207343,6.02
1759902573125503592,1759902573125396458,1759902573150315444,6.0
1759902573170520756,1759902573177440519,1759902573150315444,6.01
1759902573223925227,1759902573228162483,1759902573211961804,6.01
1759902573269648817,1759902573279582476,1759902573270274348,6.02
1759902573310614890,1759902573333999805,1759902573332138172,6.02
1759902573355354707,1759902573375705877,1759902573332138172,6.02
1759902573401085380,1759902573425577773,1759902573391119529,6.03
1759902573451553801,1759902573425577773,1759902573452377499,6.03
1759902573505404822,1759902573524246489,1759902573510222553,6.02
1759902573551164100,1759902573576331608,1759902573572267051,6.0
1759902573601315518,1759902573576331608,1759902573572267051,6.0
1759902573651528303,1759902573628704556,1759902573630849329,6.0
1759902573701225767,1759902573725496329,1759902573692439922,6.01
1759902573751248891,1759902573725496329,1759902573750124791,6.01
1759902573801408816,1759902573824691587,1759902573813418387,6.0
1759902573851156035,1759902573824691587,1759902573870535586,6.0
1759902573929851449,1759902573927077599,1759902573932759004,5.99
1759902573980105543,1759902573973396051,1759902573992301860,5.99
1759902574030301195,1759902574026343381,1759902574052548806,5.99
1759902574079114987,1759902574076716141,1759902574052548806,5.98
1759902574131528041,1759902574129784021,1759902574110389361,5.98
1759902574179075372,1759902574175262975,1759902574172252384,5.98
1759902574228253267,1759902574227978524,1759902574234028551,5.96
1759902574279286254,1759902574279173549,1759902574296752132,5.96
1759902574319280336,1759902574325768808,1759902574296752132,5.95
1759902574370239793,1759902574375610016,1759902574350349540,5.96
1759902574419061360,1759902574430523399,1759902574412272977,5.96
1759902574469261200,1759902574474676599,1759902574470155823,5.97
1759902574520602193,1759902574527800516,1759902574532368842,5.95
1759902574564716569,1759902574577910185,1759902574590378650,5.95
1759902574606870884,1759902574631112190,1759902574590378650,5.95
1759902574653160381,1759902574631112190,1759902574652882843,5.95
1759902574702712408,1759902574729147390,1759902574710384824,5.94
1759902574752178041,1759902574729147390,1759902574772710336,5.94
1759902574801367799,1759902574778361143,1759902574772710336,5.94
1759902574851358651,1759902574826877880,1759902574830424291,5.94
1759902574930309683,1759902574928790080,1759902574950384076,5.93
1759902574981410057,1759902574974876951,1759902574950384076,5.94
1759902575032630390,1759902575029410631,1759902575014944383,5.93
1759902575078474449,1759902575078399447,1759902575070538803,5.93
1759902575124130570,1759902575124716135,1759902575136172824,5.93
1759902575176017352,1759902575179002034,1759902575192438061,5.93
1759902575228533332,1759902575231798156,1759902575254790194,5.92
1759902575279155296,1759902575274259586,1759902575254790194,5.92
1759902575324910555,1759902575327255650,1759902575310672863,5.93
1759902575375458498,1759902575376459344,1759902575375402732,5.93
1759902575423096202,1759902575423674563,1759902575430905728,5.92
1759902575476435949,1759902575474213879,1759902575497256333,5.93
1759902575541068794,1759902575526505432,1759902575550902524,5.92
1759902575571107787,1759902575582791919,1759902575550902524,5.93
1759902575610406225,1759902575626922586,1759902575612086273,5.92
1759902575660640591,1759902575675897444,1759902575670869744,5.93
1759902575712429998,1759902575731257107,1759902575734822905,5.92
1759902575760551242,1759902575775210647,1759902575734822905,5.93
1759902575808257285,1759902575825012811,1759902575790463202,5.93
1759902575852225513,1759902575825012811,1759902575854912247,5.93
1759902575929887620,1759902575924419381,1759902575910853056,5.93
1759902575976925672,1759902575975957088,1759902575972365381,5.93
1759902576017950377,1759902576027056742,1759902576032638146,5.92
1759902576074133607,1759902576073946020,1759902576096568715,5.92
1759902576120369752,1759902576131134685,1759902576096568715,5.93
1759902576164704729,1759902576179262731,1759902576150284308,5.93
1759902576210379355,1759902576226403268,1759902576214686724,5.93
1759902576260332335,1759902576276130168,1759902576271047112,5.93
1759902576310566291,1759902576326170575,1759902576336147086,5.93
1759902576360106155,1759902576383442308,1759902576336147086,5.93
1759902576413530293,1759902576426561549,1759902576394391050,5.93
1759902576461460814,1759902576476337062,1759902576452095887,5.92
1759902576510908703,1759902576529181447,1759902576510946755,5.93
1759902576560682993,1759902576575083436,1759902576572192964,5.93
1759902576609734538,1759902576628342931,1759902576631415790,5.92
1759902576656105179,1759902576678587016,1759902576631415790,5.92
1759902576711532140,1759902576724345552,1759902576697241526,5.93
1759902576755336456,1759902576778988219,1759902576743223247,5.92
1759902576806321792,1759902576827651595,1759902576815364255,5.92
1759902576855712802,1759902576875333362,1759902576871033998,5.92
1759902576901030539,1759902576926151880,1759902576871033998,5.93
1759902576981098747,1759902576977879128,1759902576994955785,5.92
1759902577039343432,1759902577028691685,1759902577055202742,5.93
1759902577064429005,1759902577076293851,1759902577055202742,5.92
1759902577109865698,1759902577126478021,1759902577110868737,5.93
1759902577160027135,1759902577173552653,1759902577180000737,5.93
1759902577211145785,1759902577229465048,1759902577223256809,5.93
1759902577261547971,1759902577277008251,1759902577297669674,5.92
1759902577310465618,1759902577331508552,1759902577297669674,5.92
1759902577361628109,1759902577375012773,1759902577350634979,5.92
1759902577409748318,1759902577431370256,1759902577411876961,5.93
1759902577459937807,1759902577480993627,1759902577470451795,5.93
1759902577510677554,1759902577524884914,1759902577535104873,5.93
1759902577560714773,1759902577578983566,1759902577535104873,5.92
1759902577605934550,1759902577628274153,1759902577590771390,5.92
1759902577656110633,1759902577674692152,1759902577652022800,5.92
1759902577706315431,1759902577731905464,1759902577703212704,5.93
1759902577756707516,1759902577731905464,1759902577775548228,5.93
1759902577801182915,1759902577782123988,1759902577775548228,5.93
1759902577852872591,1759902577877040085,1759902577831212661,5.93
1759902577933375085,1759902577927940557,1759902577950322672,5.92
1759902577992529883,1759902577974052914,1759902578015087151,5.93
1759902578025934394,1759902578025829524,1759902578015087151,5.93
1759902578079434546,1759902578080523099,1759902578070478184,5.93
1759902578129358410,1759902578130480516,1759902578132858053,5.92
1759902578166765792,1759902578175363532,1759902578190811684,5.93
1759902578223457731,1759902578231379294,1759902578255047607,5.93
1759902578273447971,1759902578281488149,1759902578255047607,5.92
1759902578312134920,1759902578324046779,1759902578311303667,5.93
1759902578363164318,1759902578376677757,1759902578375317647,5.93
1759902578410827106,1759902578430496055,1759902578431264177,5.93
1759902578460701906,1759902578481291207,1759902578431264177,5.93
1759902578511046119,1759902578526718479,1759902578496867554,5.92
1759902578556516543,1759902578580801731,1759902578550421358,5.92
1759902578605901520,1759902578626087594,1759902578611909670,5.92
1759902578656451386,1759902578676168015,1759902578670137133,5.93
1759902578705897820,1759902578727525137,1759902578732686134,5.93
1759902578756049727,1759902578777904448,1759902578732686134,5.92
1759902578806297136,1759902578825438100,1759902578783961721,5.93
1759902578925635953,1759902578924122482,1759902578910548918,5.92
1759902578980714561,1759902578975224698,1759902578975263953,5.93
1759902579029155511,1759902579030161857,1759902579023814492,5.92
1759902579069271961,1759902579082744192,1759902579091920293,5.93
1759902579119760730,1759902579124671700,1759902579091920293,5.93
1759902579170818332,1759902579180148446,1759902579150599265,5.93
1759902579218795488,1759902579229376184,1759902579212112504,5.93
1759902579271549189,1759902579276833571,1759902579271419663,5.93
1759902579320475784,1759902579329006767,1759902579332370060,5.93
1759902579369375026,1759902579378784662,1759902579393296482,5.92
1759902579415080798,1759902579425150561,1759902579393296482,5.92
1759902579461637441,1759902579475090765,1759902579452603210,5.92
1759902579505987992,1759902579526594997,1759902579510404191,5.92
1759902579555692628,1759902579574490819,1759902579572920099,5.93
1759902579606056650,1759902579628119476,1759902579630806823,5.92
1759902579655202381,1759902579676379401,1759902579630806823,5.93
1759902579707677522,1759902579724861319,1759902579692697490,5.93
1759902579755483803,1759902579776437859,1759902579750563826,5.93
1759902579801548799,1759902579776437859,1759902579816300186,5.93
1759902579851262973,1759902579828130450,1759902579870402214,5.92
1759902579935189146,1759902579927261302,1759902579932900088,5.93
1759902579979407797,1759902579976300240,1759902579990596459,5.93
1759902580028131224,1759902580032838978,1759902580053688494,5.92
1759902580085891247,1759902580082947162,1759902580110928948,5.92
1759902580150224085,1759902580130587567,1759902580172281191,5.93
1759902580203357408,1759902580182109964,1759902580232570259,5.92
1759902580254685275,1759902580275366501,1759902580232570259,5.93
1759902580297190934,1759902580275366501,1759902580292230189,5.93
1759902580342682548,1759902580328845483,1759902580350707508,5.92
1759902580379337709,1759902580373694304,1759902580350707508,5.93
1759902580425278568,1759902580425582086,1759902580415094809,5.93
1759902580475914337,1759902580477699546,1759902580471402867,5.93
1759902580524736573,1759902580524616624,1759902580532645090,5.93
1759902580574176414,1759902580575215873,1759902580590757514,5.93
1759902580615165105,1759902580630152771,1759902580590757514,5.93
1759902580655565136,1759902580673738838,1759902580652425267,5.93
1759902580701287970,1759902580725322130,1759902580703789884,5.93
1759902580753140305,1759902580778392605,1759902580772418660,5.93
1759902580801672138,1759902580824896596,1759902580830601689,5.92
1759902580852342813,1759902580874915511,1759902580830601689,5.92
1759902580931587011,1759902580926887263,1759902580951202699,5.92
1759902580991242102,1759902580978433645,1759902581012079877,5.93
1759902581029875419,1759902581029166639,1759902581012079877,5.93
1759902581079134156,1759902581077238787,1759902581071259983,5.92
1759902581123586251,1759902581134471576,1759902581135291858,5.93
1759902581175017213,1759902581175207155,1759902581191110775,5.92
1759902581224480790,1759902581225510882,1759902581255039233,5.93
1759902581272715748,1759902581278509709,1759902581255039233,5.92
1759902581325668668,1759902581325970924,1759902581310949413,5.92
1759902581376255073,1759902581376496603,1759902581373558198,5.92
1759902581425373743,1759902581430269765,1759902581431488085,5.93
1759902581470280795,1759902581474848000,1759902581497377916,5.92
1759902581514285097,1759902581527025144,1759902581497377916,5.92
1759902581569082540,1759902581578754835,1759902581550641438,5.93
1759902581614860800,1759902581623574400,1759902581612252824,5.92
1759902581670389094,1759902581675967765,1759902581670634190,5.93
1759902581732763212,1759902581726486311,1759902581732647191,5.93
1759902581755610813,1759902581779623322,1759902581732647191,5.93
1759902581807544152,1759902581828400151,1759902581790839386,5.93
1759902581851317184,1759902581828400151,1759902581855130625,5.93
1759902581924438735,1759902581930823171,1759902581910470470,5.92
1759902581968945394,1759902581978493112,1759902581977794142,5.93
1759902582024319975,1759902582027550546,1759902582031346904,5.93
1759902582060809189,1759902582081268142,1759902582031346904,5.92
1759902582111303168,1759902582125139883,1759902582097861255,5.93
1759902582156179581,1759902582176203446,1759902582150636627,5.93
1759902582205242485,1759902582232353994,1759902582212341211,5.93
1759902582256391491,1759902582274763551,1759902582270582690,5.93
1759902582306440472,1759902582328681749,1759902582335256637,5.93
1759902582356526234,1759902582379435342,1759902582335256637,5.93
1759902582406062709,1759902582432120703,1759902582390764612,5.93
1759902582451130276,1759902582432120703,1759902582455177642,5.93
1759902582501352097,1759902582475918492,1759902582510722207,5.93
1759902582551142356,1759902582527339706,1759902582573222706,5.93
1759902582601822749,1759902582581391830,1759902582573222706,5.93
1759902582652099845,1759902582677976574,1759902582635251827,5.93
1759902582701429467,1759902582677976574,1759902582692305064,5.93
1759902582752287619,1759902582731616342,1759902582750485608,5.93
1759902582802778943,1759902582828373173,1759902582815758686,5.93
1759902582853014640,1759902582828373173,1759902582870450717,5.93
1759902582934076338,1759902582926308889,1759902582935770935,5.93
1759902582993670804,1759902582976370475,1759902582990745003,5.92
1759902583029608428,1759902583030102138,1759902583052312656,5.93
1759902583073825626,1759902583077304379,1759902583052312656,5.92
1759902583120065334,1759902583128700045,1759902583110798531,5.93
1759902583181420052,1759902583178442983,1759902583172749293,5.93
1759902583214594324,1759902583224929582,1759902583225379168,5.93
1759902583264694694,1759902583276796665,1759902583297046670,5.92
1759902583316238110,1759902583331039381,1759902583297046670,5.93
1759902583364178657,1759902583377296102,1759902583352773092,5.93
1759902583410963474,1759902583429625586,1759902583412814248,5.93
1759902583460573510,1759902583476505854,1759902583471142473,5.92
1759902583510168246,1759902583532161030,1759902583532752927,5.91
1759902583561218173,1759902583574843295,1759902583583498344,5.91
1759902583605226053,1759902583626094205,1759902583583498344,5.91
1759902583651609886,1759902583626094205,1759902583652331530,5.91
1759902583701227185,1759902583680453804,1759902583710488118,5.91
1759902583751424560,1759902583776296365,1759902583778108024,5.9
1759902583804440390,1759902583776296365,1759902583824003708,5.9
1759902583851713847,1759902583832757655,1759902583824003708,5.9
1759902583933955923,1759902583925305803,1759902583950882210,5.9
1759902583986313550,1759902583980265264,1759902584012988307,5.9
1759902584033887759,1759902584027409625,1759902584012988307,5.9
1759902584082024931,1759902584076711524,1759902584071510502,5.9
1759902584138531156,1759902584131669522,1759902584132574064,5.9
1759902584187836021,1759902584175092147,1759902584191548149,5.91
1759902584215329007,1759902584225837294,1759902584191548149,5.9
1759902584265574542,1759902584278297216,1759902584252789170,5.92
1759902584309650772,1759902584323401383,1759902584311997450,5.92
1759902584360973529,1759902584378310007,1759902584372629932,5.92
1759902584405389776,1759902584427435029,1759902584431447999,5.92
1759902584451646296,1759902584427435029,1759902584431447999,5.92
1759902584501198352,1759902584525591956,1759902584497097904,5.95
1759902584551120441,1759902584576174163,1759902584550701514,5.95
1759902584601657793,1759902584624426824,1759902584612714023,5.96
1759902584651751279,1759902584676739375,1759902584663837921,5.97
1759902584702071597,1759902584676739375,1759902584732616403,5.97
1759902584751172603,1759902584773744480,1759902584732616403,5.99
1759902584823769856,1759902584825157859,1759902584855343752,5.98
1759902584851370597,1759902584825157859,1759902584855343752,5.98
1759902584938791223,1759902584928105097,1759902584910835456,6.0
1759902584989870045,1759902584974192084,1759902584972590555,6.0
1759902585030629229,1759902585028635012,1759902585031042476,5.99
1759902585079361664,1759902585079484247,1759902585092908997,6.0
1759902585145967799,1759902585124533018,1759902585151169082,5.99
1759902585188003844,1759902585178969553,1759902585212499603,6.01
1759902585227136361,1759902585226878651,1759902585212499603,6.03
1759902585276384217,1759902585274708938,1759902585263825246,6.03
1759902585327512814,1759902585327664132,1759902585335024797,6.05
1759902585381093420,1759902585381337064,1759902585390939056,6.06
1759902585419606698,1759902585428361547,1759902585390939056,6.07
1759902585478878108,1759902585476800312,1759902585455380530,6.09
1759902585520033677,1759902585525885699,1759902585510814775,6.1
1759902585559750557,1759902585576485229,1759902585573198952,6.11
1759902585612088296,1759902585624143027,1759902585631227175,6.11
1759902585663030127,1759902585675909439,1759902585693116921,6.14
1759902585701907118,1759902585725633321,1759902585693116921,6.17
